Alloy,Finish,Length_m,Weight_kg_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Copper,Blackening,16.3,1.184,Ytterram,0.13039722443050386,low,95945,3.79,large,2.0,3.04,2025-12-11
Iron,Hot-dip galvanized,35.0,0.986,Glashållare,0.1931673247558296,high,152894,4.05,small,10.0,2.03,2025-10-16
Iron,Electroplated,22.0,1.553,Glashållare,0.18644490296653626,medium,105696,3.92,medium,2.0,2.87,2025-04-07
Brass,Wet painted,27.7,1.506,T-profil,0.17546647302147533,high,39826,3.45,micro,8.0,4.03,2025-12-01
Tin,Wet painted,22.6,1.187,Droppnäsa,0.07915755423943886,low,136163,3.2,large,7.0,2.33,2025-01-16
Aluminium,Powder coated,37.5,0.86,Glashållare,0.18753882600371272,low,71800,3.08,medium,8.0,3.46,2025-02-13
Copper,Plasma sprayed,21.7,1.601,Korsprofil,0.06567253317239943,low,100349,2.75,micro,4.0,2.96,2025-08-18
Aluminium,Electroplated,25.7,0.848,Glashållare,0.16527627924198393,low,105666,2.72,medium,4.0,2.87,2025-04-18
Copper,Electroplated,35.9,1.478,Innerbåge,0.11115624033303231,medium,112617,3.64,medium,12.0,2.74,2025-08-05
Steel,Brushed,35.2,1.721,Skarvprofil,0.05599487764868954,low,91417,2.96,micro,,3.12,2025-09-17
Iron,Plasma sprayed,20.0,1.236,Doldbeslag,0.15404255056607655,low,88396,2.95,large,5.0,3.17,2025-11-08
Tin,Phosphated,34.3,1.051,Baslister,0.08131461158108641,medium,40210,4.14,medium,3.0,4.02,2025-11-16
Brass,Phosphated,26.3,1.479,Distansprofil,0.07713916195954855,high,113683,2.85,large,11.0,2.72,2025-07-15
Tin,Anodized,26.9,1.581,Foglist,0.10282279153291354,high,103485,2.79,large,9.0,2.9,2025-04-05
Tin,Polished,18.8,1.335,Doldbeslag,0.06036372289675045,medium,82548,2.71,large,4.0,3.27,2025-02-25
Tin,Wet painted,17.6,1.718,Ytterram,0.07169588368657492,medium,106956,3.47,micro,8.0,2.84,2025-02-01
Aluminium,Blackening,32.6,0.884,Sidoprofil,0.05,high,34251,3.55,small,8.0,4.13,2025-08-19
Copper,Phosphated,27.2,1.297,Ramlist,0.1087751435559917,high,97512,3.13,large,10.0,3.01,2025-01-09
Lead,Plasma sprayed,25.8,1.492,U-profil,0.06926274152633366,high,108001,3.4,small,7.0,2.82,2025-07-10
Steel,Electroplated,32.6,1.623,Mittpost,0.14818023303739156,high,112188,3.8,small,2.0,2.75,2025-12-27
Nickel,Blackening,33.4,1.001,Glaskil,0.08603128806933658,high,107582,3.85,medium,9.0,2.83,2025-07-19
Tin,Phosphated,19.4,1.566,J-profil,0.19617751258416896,medium,141574,4.07,large,2.0,2.23,2025-11-30
Titanium,Electroplated,29.8,1.341,Distansprofil,0.17801242462298097,low,126833,3.86,large,4.0,2.49,2025-06-10
Aluminium,Phosphated,18.9,1.198,Baslister,0.09679940952891535,high,74254,3.45,large,12.0,3.42,2025-03-28
Brass,Wet painted,33.1,0.957,Fönsterbåge,0.17157405804324977,high,122019,2.84,small,6.0,2.58,2025-01-21
Nickel,Hot-dip galvanized,30.9,1.625,Karmprofil,0.17028720396417646,low,41104,2.71,micro,,4.01,2025-11-07
Lead,Phosphated,37.9,0.98,Glaskil,0.19991753460396686,low,125005,2.64,small,10.0,2.52,2025-03-17
Titanium,Plasma sprayed,17.3,1.119,Isolerprofil,0.1461931934858708,low,32895,3.61,large,8.0,4.15,2025-05-21
Lead,Phosphated,17.0,1.101,Glaskil,0.057777767209888566,low,61892,3.83,large,10.0,3.64,2025-05-06
Nickel,Polished,22.3,1.631,Rörprofil,0.14950754753304418,low,72943,3.36,large,12.0,3.44,2025-09-08
Tin,Blackening,21.8,1.45,T-profil,0.14213748880620797,low,156021,2.64,small,4.0,1.98,2025-03-25
Titanium,Blackening,21.4,1.563,Ytterram,0.14181218394599474,medium,94965,3.4,large,6.0,3.05,2025-02-17
Lead,Wet painted,36.7,1.065,Fönsterbåge,0.1028917966169973,low,53123,4.04,medium,11.0,3.79,2025-03-19
Brass,Plasma sprayed,21.5,1.406,T-profil,0.17426154703905072,low,38272,3.5,large,9.0,4.06,2025-01-30
Copper,Brushed,22.0,1.358,Pärlspont,0.2,medium,48182,3.84,micro,2.0,3.88,2025-10-12
Iron,Plasma sprayed,33.3,1.596,Baslister,0.08658181567929556,low,98694,3.82,medium,,2.99,2025-05-16
Copper,Blackening,26.1,1.662,Baslister,0.06547099243556768,high,103355,4.03,large,8.0,2.91,2025-05-20
Nickel,Polished,33.7,0.848,Hörnvinkel,0.07653031942404773,high,56069,3.77,medium,2.0,3.74,2025-02-10
Aluminium,Hot-dip galvanized,17.2,1.451,Avvattningsprofil,0.1625043180913151,low,57320,3.74,large,11.0,3.72,2025-10-09
Iron,Wet painted,27.0,0.884,Kantprofil,0.14861930317387456,medium,75048,2.92,micro,11.0,3.41,2025-02-19
Steel,Brushed,16.5,1.337,Glashållare,0.14796363066482734,high,134921,2.65,large,7.0,2.35,2025-09-15
Brass,Polished,17.2,1.099,Skarvprofil,0.10780772343258954,medium,117674,3.37,medium,2.0,2.65,2025-11-07
Steel,Polished,36.7,1.117,Skarvprofil,0.13436819574918013,high,77212,2.75,micro,3.0,3.37,2025-12-26
Titanium,Powder coated,18.9,1.159,Mittpost,0.09577403704895168,low,45179,4.08,small,6.0,3.94,2025-09-27
Iron,Wet painted,28.0,1.403,Stödprofil,0.12217373253930701,medium,66098,3.01,micro,3.0,3.57,2025-05-14
Steel,Plasma sprayed,25.2,1.141,Clipsprofil,0.17073940308417765,medium,140091,3.91,micro,,2.26,2025-08-22
Steel,Electroplated,23.8,1.505,Ramlist,0.2,medium,122126,3.17,micro,2.0,2.57,2025-05-08
Lead,Hot-dip galvanized,36.6,1.206,Hakprofil,0.17691585795037565,high,78373,3.06,medium,7.0,3.35,2025-04-14
Copper,Electroplated,16.2,0.9,Skruvkanal,0.19291742233045256,high,108091,4.04,micro,9.0,2.82,2025-09-11
Lead,Plasma sprayed,31.1,1.551,Ytterram,0.11604898950704434,high,99283,3.13,large,9.0,2.98,2025-04-05
Iron,Plasma sprayed,38.0,1.098,Kantprofil,0.11248207628341425,low,75305,3.17,micro,9.0,3.4,2025-12-03
Iron,Wet painted,28.7,1.231,Distansprofil,0.1509506775314368,high,127031,2.72,micro,12.0,2.49,2025-08-05
Nickel,Plasma sprayed,37.4,1.462,Glashållare,0.19673851767691905,low,35150,3.62,large,7.0,4.11,2025-03-02
Lead,Blackening,16.9,1.14,Distansprofil,0.07951896380379002,medium,60700,3.01,large,12.0,3.66,2025-09-25
Zinc,Powder coated,25.4,0.889,Hakprofil,0.09039405201303746,medium,157248,3.48,small,4.0,1.95,2025-08-29
Copper,Brushed,21.7,1.178,Pärlspont,0.07438712234138904,low,44253,3.49,micro,2.0,3.95,2025-01-13
Iron,Plasma sprayed,32.6,1.697,Fönsterbleck,0.14227810305157,high,138710,3.69,medium,3.0,2.28,2025-05-27
Nickel,Electroplated,38.4,1.422,Distansprofil,0.10064772087696129,low,157455,3.73,micro,6.0,1.95,2025-08-28
Lead,Plasma sprayed,21.7,1.449,H-profil,0.095176669875295,medium,55835,3.37,micro,11.0,3.75,2025-03-30
Copper,Powder coated,30.9,1.413,Innerbåge,0.05334684649566553,medium,107836,3.08,large,6.0,2.83,2025-04-05
Lead,Blackening,20.3,1.018,Clipsprofil,0.09780723500044063,low,107339,3.88,small,11.0,2.84,2025-11-11
Steel,Blackening,28.8,1.218,Glasningslist,0.1802218764054753,high,153940,3.04,micro,2.0,2.01,2025-10-20
Nickel,Phosphated,26.5,1.521,Ändprofil,0.0862554253495945,high,113329,3.36,medium,2.0,2.73,2025-01-25
Copper,Blackening,38.2,0.93,Glashållare,0.13970014126232036,low,36355,3.19,micro,10.0,4.09,2025-09-29
Tin,Phosphated,29.8,1.09,Stödprofil,0.14451954767570888,low,70470,3.91,medium,3.0,3.49,2025-06-15
Titanium,Polished,23.8,1.089,Skruvkanal,0.1801038758984342,high,157631,3.24,large,8.0,1.95,2025-09-07
Titanium,Hot-dip galvanized,18.4,1.231,Hörnvinkel,0.07443068352279394,medium,130244,3.16,small,11.0,2.43,2025-03-28
Copper,Anodized,19.2,1.73,Karmlist,0.1929624062444314,high,139885,3.65,micro,5.0,2.26,2025-05-22
Lead,Blackening,20.9,0.899,Distansprofil,0.136390483475106,high,132276,3.51,small,8.0,2.39,2025-05-14
Nickel,Brushed,21.5,1.31,H-profil,0.2,low,60551,2.72,micro,9.0,3.66,2025-10-06
Titanium,Chrome plated,35.4,1.001,Fönsterbleck,0.1916402079634591,medium,36832,3.36,medium,6.0,4.08,2025-05-06
Nickel,Polished,28.7,1.721,Mittpost,0.09160852628793854,medium,37224,3.72,small,2.0,4.08,2025-11-12
Titanium,Blackening,27.8,0.94,Baslister,0.05307044392901923,medium,80337,4.13,micro,5.0,3.31,2025-05-21
Steel,Hot-dip galvanized,18.4,1.205,Skarvprofil,0.08958389391519773,medium,110382,3.55,large,11.0,2.78,2025-12-22
Lead,Phosphated,35.6,1.509,Vinkellist,0.13163496942552513,medium,124415,3.14,medium,4.0,2.53,2025-04-13
Steel,Electroplated,32.5,1.479,Innerbåge,0.06871451278780671,low,103921,2.91,small,11.0,2.9,2025-08-14
Titanium,Chrome plated,17.3,1.222,Ramlist,0.0744790390496192,medium,110226,3.94,micro,6.0,2.78,2025-03-04
Tin,Hot-dip galvanized,32.1,1.153,Ytterram,0.10734885563799232,low,111116,3.85,small,11.0,2.77,2025-10-21
Tin,Hot-dip galvanized,28.3,1.199,Kantprofil,0.05,low,121954,2.92,micro,11.0,2.58,2025-11-02
Steel,Blackening,17.6,1.078,Glasningslist,0.07298551922874369,low,102700,2.87,medium,7.0,2.92,2025-09-11
Tin,Polished,26.3,1.024,Kilspår,0.11083212676630856,low,139920,3.69,large,3.0,2.26,2025-06-29
Titanium,Chrome plated,26.9,1.277,Z-profil,0.05683770097280851,low,131825,3.05,medium,8.0,2.4,2025-02-09
Copper,Wet painted,19.6,1.082,Kilspår,0.1069186289627232,medium,133464,3.04,small,4.0,2.37,2025-09-21
Steel,Anodized,37.6,1.099,Kantprofil,0.11638902068828123,medium,124685,2.79,small,2.0,2.53,2025-07-08
Aluminium,Wet painted,35.4,1.435,L-profil,0.12613244867388299,high,125402,2.97,micro,11.0,2.52,2025-01-08
Lead,Chrome plated,31.2,1.719,T-profil,0.18386149920995992,low,43002,3.23,medium,4.0,3.97,2025-04-14
Tin,Wet painted,26.4,1.387,Z-profil,0.12371230027823671,high,139032,3.72,micro,10.0,2.28,2025-08-13
Tin,Blackening,25.3,0.907,Skruvkanal,0.12045520427044795,medium,47685,3.08,medium,11.0,3.89,2025-02-03
Iron,Powder coated,30.8,0.906,Doldbeslag,0.11889648201273315,medium,41636,3.07,small,12.0,4.0,2025-08-24
Zinc,Phosphated,28.3,1.704,Bottenlist,0.16769002318497822,medium,97721,3.0,micro,12.0,3.01,2025-08-16
Steel,Powder coated,17.2,1.108,J-profil,0.17266779732079604,low,63525,3.31,micro,7.0,3.61,2025-07-07
Brass,Plasma sprayed,27.6,0.921,Täckprofil,0.1922414005319634,low,68321,2.84,medium,12.0,3.53,2025-11-09
Tin,Wet painted,34.4,1.383,Sidoprofil,0.15355985287003932,medium,36082,3.32,large,7.0,4.1,2025-01-22
Lead,Plasma sprayed,26.4,1.405,Ändprofil,0.06599298267279329,high,121177,3.67,medium,5.0,2.59,2025-12-09
Aluminium,Electroplated,16.9,1.428,Ramlist,0.07248531258855821,high,147754,2.6,large,9.0,2.12,2025-02-09
Tin,Brushed,33.9,1.081,Skruvkanal,0.05450766818321044,high,149669,2.57,medium,6.0,2.09,2025-06-22
Aluminium,Electroplated,20.4,0.851,J-profil,0.18143028232975048,high,121930,2.67,small,8.0,2.58,2025-06-28
Titanium,Chrome plated,21.7,1.716,Ventilationslister,0.15883667709997906,medium,81411,3.4,micro,,3.29,2025-03-27
Titanium,Hot-dip galvanized,19.5,1.066,Skenprofil,0.16083382052181414,high,121702,3.91,medium,6.0,2.58,2025-05-13
Zinc,Phosphated,23.4,1.453,Doldbeslag,0.0969674635005909,medium,152074,2.56,small,12.0,2.04,2025-12-17
Copper,Wet painted,33.2,1.481,Bottenlist,0.17564056591432123,high,154952,4.04,medium,6.0,1.99,2025-01-13
Brass,Polished,27.7,1.393,Sidoprofil,0.07988983743481301,low,116885,2.72,micro,5.0,2.67,2025-01-28
Iron,Brushed,20.5,1.122,Stödprofil,0.05545121394711359,medium,75019,3.89,medium,7.0,3.41,2025-03-25
Zinc,Anodized,36.0,1.084,Clipsprofil,0.10357178002919425,low,128828,3.32,large,3.0,2.46,2025-11-14
Nickel,Anodized,36.1,1.382,Skenprofil,0.1489757721294416,high,81337,3.6,micro,4.0,3.3,2025-12-15
Iron,Anodized,35.9,1.626,Kantskydd,0.12760317608682936,low,112403,3.36,large,2.0,2.75,2025-12-09
Steel,Wet painted,21.3,1.699,Glasningslist,0.1752286489297642,medium,142287,3.31,small,3.0,2.22,2025-10-07
Lead,Anodized,26.2,0.934,Distansprofil,0.06208505426450265,medium,157995,3.88,small,3.0,1.94,2025-12-20
Nickel,Blackening,38.5,0.978,L-profil,0.1317807618431247,low,35813,3.75,medium,9.0,4.1,2025-09-20
Nickel,Powder coated,33.6,1.698,Spröjsprofil,0.12087120841552582,low,147483,3.32,large,9.0,2.13,2025-06-15
Zinc,Brushed,16.4,1.508,Korsprofil,0.08894885275334195,high,45635,2.73,large,3.0,3.93,2025-10-20
Copper,Powder coated,17.2,1.641,Avvattningsprofil,0.16244683265933035,low,76440,2.73,micro,7.0,3.38,2025-03-09
Zinc,Hot-dip galvanized,26.5,1.022,Hörnvinkel,0.1612377531990692,high,136426,3.82,large,6.0,2.32,2025-08-14
Steel,Brushed,36.8,1.372,Fönsterbåge,0.16387899468738823,low,112673,3.39,large,4.0,2.74,2025-06-19
Tin,Powder coated,28.2,1.476,Hakprofilslist,0.1745964874511698,high,109958,3.32,micro,6.0,2.79,2025-03-27
Tin,Brushed,27.2,1.457,Skenprofil,0.15983890587342972,low,67140,3.63,micro,6.0,3.55,2025-05-13
Copper,Hot-dip galvanized,18.2,1.209,Rörprofil,0.08934579013533123,low,63307,3.92,large,6.0,3.61,2025-06-27
Steel,Plasma sprayed,30.9,0.851,Skenprofil,0.1444568921275501,high,89247,3.55,medium,4.0,3.16,2025-12-09
Copper,Blackening,34.8,1.368,Doldbeslag,0.10026345193005305,medium,139133,3.76,micro,4.0,2.27,2025-09-09
Aluminium,Wet painted,24.5,1.068,Isolerprofil,0.07104145358226704,medium,150937,3.77,micro,5.0,2.06,2025-01-15
Tin,Wet painted,33.7,1.247,Fönsterbåge,0.06499599166855906,low,153021,3.12,large,8.0,2.03,2025-08-11
Nickel,Anodized,38.0,1.709,L-profil,0.15215609917908798,high,125520,2.99,large,3.0,2.51,2025-07-20
Brass,Blackening,20.4,1.201,Baslister,0.16563035821606012,low,58693,3.82,micro,11.0,3.7,2025-04-17
Lead,Electroplated,27.8,1.602,Foglist,0.08476515358711173,high,89780,3.15,large,5.0,3.15,2025-09-07
Steel,Anodized,22.4,1.009,Clipsprofil,0.161736370768492,medium,149543,3.99,micro,5.0,2.09,2025-03-30
Iron,Chrome plated,34.1,1.45,Kantprofil,0.2,low,120590,2.66,medium,2.0,2.6,2025-05-05
Copper,Blackening,29.1,1.727,Hakprofilslist,0.0626767790677684,low,118635,2.64,medium,11.0,2.64,2025-04-23
Lead,Powder coated,30.4,0.93,Isolerprofil,0.0807707230276742,high,136563,4.02,micro,9.0,2.32,2025-05-17
Iron,Brushed,34.2,0.845,Baslister,0.15473612045530566,medium,41407,3.58,micro,2.0,4.0,2025-09-04
Lead,Electroplated,24.9,1.232,H-profil,0.09633617917392534,low,160481,3.15,small,9.0,1.9,2025-06-15
Brass,Blackening,36.9,0.922,Kantskydd,0.13539687720286459,high,38293,3.75,small,8.0,4.06,2025-05-30
Iron,Hot-dip galvanized,28.1,1.519,Avvattningsprofil,0.06082277369032041,medium,128641,3.62,large,10.0,2.46,2025-12-29
Zinc,Chrome plated,19.4,1.67,Ramlist,0.11796591384894523,low,125950,3.39,large,9.0,2.51,2025-12-09
Titanium,Hot-dip galvanized,31.8,1.233,Glasningslist,0.1495490945380282,high,135625,2.71,micro,6.0,2.34,2025-03-09
Zinc,Wet painted,34.1,1.073,H-profil,0.16465416547983308,high,157280,3.84,micro,9.0,1.95,2025-08-09
Tin,Wet painted,23.1,1.233,Ventilationslister,0.16832500168855635,high,149895,3.93,small,12.0,2.08,2025-09-28
Titanium,Anodized,35.6,1.496,Vinkellist,0.17930313924097666,high,84366,2.82,small,11.0,3.24,2025-11-17
Zinc,Powder coated,36.7,0.845,Spröjsprofil,0.16235224077269444,low,144150,3.9,micro,4.0,2.18,2025-11-06
Titanium,Electroplated,22.1,1.374,Pärlspont,0.15372491271965225,low,75242,3.95,medium,11.0,3.4,2025-12-15
Titanium,Phosphated,38.5,1.396,Baslister,0.0629622221912962,medium,48438,3.42,medium,8.0,3.88,2025-01-20
Nickel,Chrome plated,19.0,1.418,Innerbåge,0.13730152740930385,low,150858,3.59,large,5.0,2.07,2025-10-16
Copper,Chrome plated,20.4,1.058,Kantskydd,0.05500356386328978,medium,159708,3.16,micro,6.0,1.91,2025-04-10
Copper,Blackening,20.0,1.488,Kantskydd,0.16941472713539352,high,76827,3.0,micro,10.0,3.38,2025-09-09
Nickel,Anodized,36.4,0.92,Tätningslist,0.08961543382201295,high,41490,3.7,large,,4.0,2025-03-18
Lead,Wet painted,30.9,1.019,Skruvkanal,0.13558864102499604,medium,124559,3.92,small,5.0,2.53,2025-05-15
Aluminium,Anodized,19.2,1.636,Glashållare,0.08313741671121455,high,152073,3.59,small,7.0,2.04,2025-06-22
Lead,Brushed,25.9,1.51,H-profil,0.15870623955957616,medium,110722,3.36,medium,11.0,2.78,2025-12-29
Iron,Blackening,30.0,0.85,Kantprofil,0.18097814054425646,low,87998,2.8,micro,12.0,3.18,2025-07-20
Iron,Blackening,17.7,1.063,Kantprofil,0.11575333481967735,low,114615,2.63,small,8.0,2.71,2025-08-05
Titanium,Electroplated,36.1,1.033,Glashållare,0.18474017881289698,medium,126010,3.26,medium,11.0,2.51,2025-07-27
Zinc,Powder coated,34.3,1.084,Dekorlist,0.09534808590709655,medium,61386,2.63,medium,10.0,3.65,2025-03-15
Zinc,Plasma sprayed,27.4,1.063,Hakprofil,0.12319508444650024,high,49622,3.46,medium,5.0,3.86,2025-01-11
Copper,Polished,38.1,0.894,Fönsterbåge,0.17827195085330252,high,140432,3.16,small,11.0,2.25,2025-10-14
Steel,Polished,25.4,1.255,H-profil,0.10172699600745684,low,157904,3.75,small,4.0,1.94,2025-09-13
Lead,Blackening,38.5,1.505,Karmprofil,0.1927899758854856,low,133114,3.04,micro,9.0,2.38,2025-01-12
Tin,Anodized,31.2,1.39,Baslister,0.07188968692195297,high,151624,3.49,micro,2.0,2.05,2025-03-19
Brass,Brushed,30.4,1.45,Distansprofil,0.05,high,115869,3.4,medium,10.0,2.69,2025-06-21
Zinc,Electroplated,19.6,0.911,Karmprofil,0.18930375041009093,medium,117910,2.56,medium,2.0,2.65,2025-04-06
Brass,Phosphated,36.1,1.704,Spröjsprofil,0.05362482055793257,medium,35735,2.67,small,3.0,4.1,2025-11-02
Titanium,Polished,25.6,1.601,Glasningslist,0.19362755400939155,medium,133805,3.01,small,9.0,2.37,2025-09-30
Brass,Electroplated,19.5,1.57,Karmprofil,0.19312843515495667,high,85631,3.95,micro,10.0,3.22,2025-06-28
Tin,Blackening,16.0,1.587,Innerbåge,0.061277442696898485,high,61242,2.78,micro,8.0,3.65,2025-03-05
Nickel,Powder coated,28.7,1.687,Tätningslist,0.12782758449560155,high,91935,3.68,large,4.0,3.11,2025-05-12
Tin,Hot-dip galvanized,27.9,5.173416,Mittpost,0.08005726804683612,medium,61359,4.1,micro,8.0,3.65,2025-12-09
Brass,Brushed,32.4,1.02,Kantskydd,0.11624364972458688,high,89857,3.81,small,,3.15,2025-09-29
Tin,Wet painted,36.3,1.399,Täckprofil,0.052040471953750764,low,145757,2.94,medium,3.0,2.16,2025-11-15
Aluminium,Electroplated,17.6,1.514,Ventilationslister,0.0885431506671866,high,84689,3.99,large,4.0,3.24,2025-11-28
Titanium,Powder coated,32.7,1.509,Anslagslist,0.09869396504027261,high,85314,2.7,micro,12.0,3.23,2025-12-07
Lead,Phosphated,20.1,1.312,Isolerprofil,0.11597538103739638,high,65126,3.29,micro,11.0,3.58,2025-04-19
Nickel,Plasma sprayed,35.6,0.9,Skarvprofil,0.1963954159582071,high,62597,3.96,small,11.0,3.63,2025-09-30
Zinc,Wet painted,34.7,1.175,F-profil,0.18103277543918303,high,76190,3.57,large,6.0,3.39,2025-06-17
Iron,Blackening,28.2,1.676,Avvattningsprofil,0.1600049473549345,low,53622,3.21,micro,11.0,3.79,2025-06-29
Lead,Plasma sprayed,32.2,1.37,Glaskil,0.12969831019125577,low,68039,3.02,medium,5.0,3.53,2025-02-27
Iron,Phosphated,23.0,1.328,Dekorlist,0.16511251081052933,high,42019,3.15,small,3.0,3.99,2025-03-20
Titanium,Powder coated,26.6,1.082,Ventilationslister,0.10056585431885853,medium,111853,3.36,large,5.0,2.76,2025-03-02
Nickel,Polished,34.7,1.173,Isolerprofil,0.14654226311888222,high,40614,3.06,micro,9.0,4.02,2025-05-01
Copper,Plasma sprayed,26.4,1.653,Spröjsprofil,0.1988597311669431,high,126131,4.09,micro,6.0,2.5,2025-07-26
Zinc,Blackening,24.0,1.444,Hakprofil,0.09661340842815698,high,107464,4.03,large,6.0,2.83,2025-02-03
Aluminium,Wet painted,27.2,1.554,Ytterram,0.141131938396781,medium,139958,3.93,small,11.0,2.26,2025-03-11
Copper,Anodized,34.9,1.251,Fönsterbåge,0.17301118698174403,medium,109328,3.22,large,4.0,2.8,2025-01-17
Titanium,Chrome plated,23.5,1.411,Ytterram,0.18360731978757172,medium,68413,3.65,large,9.0,3.52,2025-01-20
Lead,Electroplated,19.7,1.063,Isolerprofil,0.15821668680133527,low,149474,3.99,small,7.0,2.09,2025-11-11
Aluminium,Polished,32.2,1.48,L-profil,0.08959319544712264,medium,47657,3.9,micro,3.0,3.89,2025-03-10
Tin,Plasma sprayed,34.8,1.227,Kopplingsprofil,0.10975483319449486,low,131165,3.21,medium,3.0,2.41,2025-08-03
Brass,Hot-dip galvanized,18.1,1.24,Z-profil,0.05521017996999196,low,52665,2.73,small,10.0,3.8,2025-06-10
Aluminium,Electroplated,21.3,1.429,Rörprofil,0.17437879313928847,medium,71329,2.67,medium,8.0,3.47,2025-04-12
Titanium,Anodized,19.0,1.69,Doldbeslag,0.0567515323880333,medium,34037,3.47,micro,11.0,4.13,2025-07-25
Steel,Phosphated,23.8,0.896,Innerbåge,0.170319386531704,medium,106932,3.57,large,10.0,2.84,2025-05-25
Brass,Chrome plated,26.1,1.588,Ytterram,0.05271276129523419,low,117774,3.9,medium,7.0,2.65,2025-02-26
Iron,Powder coated,33.1,1.104,Kopplingsprofil,0.08067852011033338,high,110518,3.02,micro,6.0,2.78,2025-03-24
Zinc,Anodized,30.8,1.242,Spröjsprofil,0.11826837304659635,medium,156906,2.82,micro,2.0,1.96,2025-09-26
Iron,Anodized,30.1,0.857,Skarvprofil,0.16441459852146278,medium,59799,3.15,large,7.0,3.68,2025-07-06
Aluminium,Phosphated,23.9,1.111,Kantskydd,0.07891854814494884,medium,142327,3.11,large,7.0,2.22,2025-01-06
Iron,Brushed,35.2,1.295,Foglist,0.11814135333119331,low,142702,2.76,micro,4.0,2.21,2025-12-19
Titanium,Phosphated,26.6,0.888,L-profil,0.11339468981445565,high,160992,3.62,micro,4.0,1.89,2025-12-16
Tin,Brushed,38.4,1.285,Dekorlist,0.0937323296962128,high,139730,3.36,medium,4.0,2.26,2025-04-20
Lead,Brushed,30.4,1.682,Kopplingsprofil,0.07068356997718235,medium,78457,3.7,micro,4.0,3.35,2025-05-18
Zinc,Polished,18.6,0.933,Skarvprofil,0.1856130810366631,low,88547,3.11,micro,,3.17,2025-02-20
Iron,Polished,31.4,1.533,Distansprofil,0.12712289579085442,high,160711,3.07,medium,11.0,1.89,2025-02-20
Iron,Wet painted,23.2,1.21,Innerbåge,0.05,medium,73334,3.3,small,12.0,3.44,2025-03-28
Aluminium,Plasma sprayed,31.6,1.434,Rörprofil,0.16988880911685333,low,32594,3.95,medium,3.0,4.16,2025-03-09
Lead,Plasma sprayed,17.3,1.074,Spröjsprofil,0.2,medium,130372,2.61,medium,11.0,2.43,2025-03-25
Copper,Blackening,19.8,0.983,Avvattningsprofil,0.14407970019010224,high,56896,3.83,large,11.0,3.73,2025-02-11
Iron,Powder coated,35.5,0.983,Tätningslist,0.1330015454509901,low,130485,3.14,medium,3.0,2.43,2025-08-07
Titanium,Plasma sprayed,21.0,0.901,Tätningslist,0.18972725891843048,low,43734,3.91,micro,4.0,3.96,2025-02-26
Steel,Polished,35.1,1.006,Droppnäsa,0.2,high,90682,3.83,micro,11.0,3.13,2025-08-14
Zinc,Wet painted,22.2,1.442,Droppnäsa,0.1656031381117868,medium,70398,3.1,micro,8.0,3.49,2025-07-15
Iron,Wet painted,30.6,1.64,Karmprofil,0.10627244117117353,medium,36955,3.65,small,4.0,4.08,2025-09-05
Titanium,Brushed,31.8,1.579,Doldbeslag,0.13646909865467646,high,115329,2.8,micro,8.0,2.69,2025-06-15
Titanium,Blackening,27.6,1.461,Stödprofil,0.16435741820162364,medium,78528,3.98,small,10.0,3.35,2025-03-03
Zinc,Phosphated,22.8,0.938,Glashållare,0.08803248099412263,low,36071,3.19,micro,12.0,4.1,2025-09-20
Copper,Powder coated,20.6,1.101,Bottenlist,0.12734910321381956,medium,106399,3.27,medium,11.0,2.85,2025-04-22
Titanium,Brushed,16.5,1.119,Anslagslist,0.1837366524939177,high,153111,3.67,large,12.0,2.03,2025-09-10
Steel,Phosphated,22.8,1.065,Kantskydd,0.1520164067729344,high,89099,3.86,micro,5.0,3.16,2025-07-18
Titanium,Plasma sprayed,30.8,1.306,Avvattningsprofil,0.12337487851616061,low,94557,2.93,small,8.0,3.06,2025-06-27
Titanium,Blackening,37.4,1.325,Tätningslist,0.1537832634188942,low,49858,3.6,small,10.0,3.85,2025-01-26
Titanium,Brushed,35.9,1.162,Kilspår,0.0673289453680632,high,131768,3.17,large,9.0,2.4,2025-09-03
Tin,Electroplated,33.5,1.159,Glaskil,0.11873355562035273,high,90736,3.14,micro,9.0,3.13,2025-01-19
Tin,Plasma sprayed,34.0,1.592,Avvattningsprofil,0.16940234138279442,high,140079,3.65,medium,10.0,2.26,2025-09-22
Copper,Phosphated,31.1,1.556,Distansprofil,0.0885979385264126,low,157191,3.17,micro,6.0,1.95,2025-11-13
Iron,Powder coated,21.7,1.118,T-profil,0.08973242497201171,high,156025,3.1,micro,6.0,1.97,2025-01-20
Titanium,Phosphated,36.7,1.669,Kilspår,0.2,low,124403,3.88,large,4.0,2.53,2025-04-16
Lead,Brushed,31.2,1.705,Baslister,0.07919856111384588,low,155700,2.71,micro,6.0,1.98,2025-08-25
Iron,Brushed,28.7,1.135,Clipsprofil,0.0834472869577387,medium,64676,3.62,medium,9.0,3.59,2025-11-02
Copper,Anodized,18.3,1.16,Skruvkanal,0.19324147554551746,medium,151454,2.95,small,6.0,2.06,2025-09-03
Nickel,Powder coated,26.1,1.298,Ytterram,0.15395085593211053,high,119758,2.57,large,5.0,2.62,2025-03-22
Iron,Hot-dip galvanized,26.4,1.694,Ytterram,0.1531218941151317,medium,110224,2.82,medium,9.0,2.78,2025-05-30
