Alloy,Finish,Length,Weight,Tolerances,GD_T,Order_Quantity,LME_price,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date,Profile_Name,Profile_Complexity,Manufacturing_Difficulty,LME_MA_7,LME_Lag_1
1.0,7.0,28.3,1.199,0.151,1.0,150723,3.36,2.0,4.0,2.01,2025-04-26,3.0154098177212205,1.7417121830793947,2,3.405714285714286,3.36
5.0,2.0,30.6,1.501,0.132,2.0,90766,2.79,3.0,4.0,3.19,2025-04-26,3.016381209738393,0.984460501235088,1,3.3728571428571428,3.36
2.0,0.0,32.6,0.997,0.068,1.0,67994,2.56,3.0,7.0,3.59,2025-04-27,3.016381209738393,1.5776846188739526,2,3.287142857142857,2.79
4.0,4.0,29.0,1.617,0.099,1.0,139741,4.07,1.0,8.15,2.26,2025-04-27,3.012490712924881,1.7338323876721613,2,3.2771428571428567,2.56
0.0,4.0,18.9,1.406,0.169,1.0,94015,3.8,2.0,3.0,2.93,2025-04-29,3.023203278153176,0.9982347116119635,1,3.43,4.07
2.0,3.0,36.0,1.084,0.156,2.0,61804,3.75,3.0,4.0,3.75,2025-04-29,3.016381209738393,0.7184978366583185,1,3.384285714285714,3.8
5.0,6.0,15.8,1.486,0.183,2.0,68283,4.1,1.0,12.0,3.26,2025-04-30,3.1120282297979407,1.3270142824762838,1,3.49,3.75
2.0,3.0,28.4,0.894,0.056,0.0,97449,4.05,0.0,10.0,2.87,2025-04-30,3.037531183193787,0.7041031651337208,2,3.588571428571428,4.1
2.0,2.0,34.3,1.051,0.17,1.0,99045,3.74,3.0,8.0,2.75,2025-04-30,3.044509155857308,0.9626162996846317,2,3.724285714285714,4.05
5.0,6.0,28.2,1.109,0.098,1.0,88955,3.2,2.0,6.0,3.12,2025-04-30,2.9637103005195686,0.934473480285642,1,3.815714285714286,3.74
4.0,2.0,17.2,1.108,0.136,2.0,109867,3.55,2.0,7.0,2.71,2025-05-01,3.0025806634131804,0.9360067765096951,1,3.741428571428572,3.2
3.0,5.0,19.4,1.266,0.175,0.0,155702,3.76,1.0,8.0,2.01,2025-05-01,3.046009221581059,1.9561397021407374,1,3.735714285714285,3.55
1.0,4.0,27.5,1.024,0.077,2.0,120390,3.49,2.0,12.0,2.77,2025-05-01,3.1466564880282992,1.743757832746495,2,3.698571428571429,3.76
0.0,7.0,20.8,1.115,0.128,1.0,136012,3.09,0.0,4.0,2.3,2025-05-02,2.8482505569999232,0.9045143506695205,1,3.5542857142857143,3.49
3.0,3.0,17.5,1.016,0.175,1.0,116446,3.95,1.0,2.0,2.62,2025-05-02,3.1117428131408658,1.429455435107398,3,3.54,3.09
1.0,5.0,35.1,1.015,0.139,2.0,44746,3.03,2.0,7.57,3.78,2025-05-03,3.1117428131408658,1.772971195105331,2,3.4385714285714286,3.95
0.0,7.0,36.6,1.234,0.148,0.0,116661,3.82,2.0,11.0,2.57,2025-05-03,3.046009221581059,1.8366174059437463,2,3.527142857142857,3.03
5.0,7.0,26.9,1.277,0.057,1.0,91857,3.75,2.0,9.0,3.02,2025-05-05,3.0962788541735726,1.1879069109395108,2,3.5557142857142856,3.82
0.0,7.0,35.8,1.561,0.165,2.0,49505,2.99,1.0,7.0,3.87,2025-05-05,3.012490712924881,1.0353511155186284,1,3.4457142857142857,3.75
3.0,7.0,34.8,1.204,0.184,1.0,73556,2.59,1.0,4.0,3.29,2025-05-05,3.016381209738393,1.1660459441893443,3,3.317142857142857,2.99
5.0,2.0,33.3,1.727,0.116,1.0,86297,3.27,1.0,10.0,3.23,2025-05-06,3.0025806634131804,1.2068326829641953,3,3.3428571428571425,2.59
0.0,3.0,20.1,1.312,0.093,0.0,56106,3.36,0.0,2.0,3.93,2025-05-06,3.043530945336403,0.802558860239863,3,3.258571428571429,3.27
2.0,7.0,32.7,1.043,0.075,2.0,109561,3.35,3.0,6.0,2.67,2025-05-08,2.9604674090272924,0.8299469828026942,2,3.3042857142857143,3.36
2.0,6.0,26.9,1.549,0.057,1.0,85328,3.01,0.0,5.0,3.3,2025-05-08,2.9937236900826454,0.9629502848310936,3,3.1885714285714286,3.35
2.0,5.0,29.6,1.053,0.096,2.0,156762,3.72,3.0,6.0,2.03,2025-05-08,3.041944162037055,1.9450528054070604,1,3.184285714285714,3.01
5.0,0.0,33.1,1.335,0.057,1.0,101826,2.62,2.0,6.0,2.88,2025-05-08,3.0831076548036767,0.9528628834398007,1,3.131428571428572,3.72
2.0,2.0,32.9,1.695,0.102,0.0,80842,3.12,2.0,6.0,3.31,2025-05-08,3.022295187311776,1.6904178387265265,2,3.2071428571428577,2.62
1.0,4.0,19.0,1.69,0.17,2.0,129470,3.86,2.0,12.0,2.28,2025-05-08,2.99752,1.6420276053552976,2,3.291428571428572,3.12
5.0,4.0,38.9,1.403,0.176,0.0,60167,2.57,3.0,9.0,3.7,2025-05-08,3.10689643256313,0.7623077045579798,2,3.1785714285714284,3.86
0.0,6.0,33.8,1.154,0.178,0.0,78109,2.59,2.0,8.0,3.3,2025-05-09,3.062259065444224,1.2797093736188139,2,3.0700000000000003,2.57
0.0,7.0,33.0,1.313,0.071,0.0,92656,3.24,3.0,10.0,3.12,2025-05-10,3.022295187311776,0.6630593631695917,2,3.1028571428571428,2.59
0.0,3.0,20.4,1.433,0.149,0.0,106555,3.68,0.0,11.0,2.99,2025-05-10,2.937517715389649,0.6992932053924837,1,3.097142857142857,3.24
3.0,0.0,22.5,0.864,0.1,0.0,104677,3.94,1.0,8.0,2.98,2025-05-10,3.0820983132609805,0.5036621881277317,2,3.2857142857142856,3.68
3.0,0.0,31.3,0.978,0.167,1.0,95188,3.36,0.0,12.0,3.28,2025-05-11,3.012852579287133,0.6762822089527865,2,3.3200000000000003,3.94
4.0,6.0,37.3,1.431,0.052,1.0,78502,4.02,0.0,2.0,3.74,2025-05-11,3.1466564880282992,1.5554882704044486,2,3.3428571428571425,3.36
2.0,3.0,37.9,1.265,0.137,2.0,141077,3.98,2.0,11.0,2.14,2025-05-12,2.9937236900826454,1.7171263428605787,2,3.544285714285714,4.02
4.0,2.0,25.9,0.988,0.099,1.0,132164,3.04,1.0,8.0,2.4,2025-05-12,2.994224845840621,1.5739983517353073,2,3.608571428571428,3.98
5.0,0.0,34.8,1.293,0.104,1.0,88156,2.99,3.0,12.0,3.12,2025-05-13,3.013266410547321,1.8973259911096392,1,3.572857142857143,3.04
5.0,1.0,22.3,1.631,0.096,0.0,78751,3.69,1.0,3.0,3.72,2025-05-13,3.044509155857308,1.670674930054208,2,3.5742857142857143,2.99
5.0,2.0,25.1,1.459,0.137,0.0,97440,2.84,0.0,10.0,3.0,2025-05-14,3.016381209738393,1.3669723490776895,2,3.417142857142857,3.69
5.0,5.0,36.6,1.659,0.097,2.0,147374,4.07,1.0,8.0,2.11,2025-05-14,2.994224845840621,0.9060858097915216,3,3.518571428571428,2.84
3.0,3.0,26.7,1.006,0.191,2.0,122498,3.02,3.0,2.0,2.42,2025-05-14,3.0115077099347927,1.3191678983992834,2,3.375714285714285,4.07
0.0,3.0,18.1,1.24,0.125,1.0,102704,3.27,2.0,11.0,2.76,2025-05-14,2.941214429166024,0.6729491631197506,1,3.2742857142857145,3.02
5.0,5.0,28.6,1.072,0.1,2.0,44461,3.14,1.0,7.0,3.94,2025-05-14,3.0582575898647795,1.8615225753176874,3,3.2885714285714287,3.27
0.0,6.0,26.2,0.865,0.12,2.0,76633,3.3,1.0,2.0,3.28,2025-05-14,3.0115077099347927,1.8043494727134861,1,3.3328571428571427,3.14
0.0,2.0,22.6,1.712,0.165,2.0,145751,2.97,3.0,6.0,2.12,2025-05-15,2.9999795939529976,1.9529902933479677,3,3.23,3.3
0.0,1.0,17.8,0.881,0.097,1.0,135796,3.33,1.0,9.0,2.41,2025-05-15,3.0582575898647795,0.6512055756917625,1,3.3000000000000003,2.97
0.0,4.0,35.9,1.244,0.085,1.0,145334,3.83,1.0,10.0,2.4,2025-05-15,3.011032233730564,1.9327481229269952,2,3.2657142857142856,3.33
2.0,3.0,24.9,1.278,0.147,1.0,115167,3.94,3.0,11.0,2.83,2025-05-15,3.0025806634131804,1.3818088423435608,1,3.397142857142857,3.83
5.0,4.0,16.4,1.613,0.117,0.0,48294,3.65,2.0,9.0,3.82,2025-05-15,2.99752,0.8098292117996149,1,3.451428571428571,3.94
1.0,1.0,21.5,0.86,0.124,2.0,43737,3.61,0.0,3.0,3.66,2025-05-15,3.1120282297979407,1.1870519533736918,2,3.518571428571429,3.65
5.0,3.0,18.5,1.636,0.189,2.0,149958,3.23,1.0,11.0,2.02,2025-05-16,2.8482505569999232,1.138418781040081,1,3.508571428571429,3.61
0.0,3.0,34.7,1.173,0.076,0.0,84427,3.83,2.0,11.0,2.97,2025-05-16,3.011032233730564,1.4006265926046924,1,3.631428571428572,3.23
2.0,0.0,24.8,1.376,0.119,2.0,97330,2.75,3.0,2.0,3.25,2025-05-17,3.1117428131408658,0.5743225973755786,3,3.5485714285714285,3.83
3.0,5.0,25.2,1.11,0.097,1.0,156011,3.79,0.0,3.0,2.06,2025-05-17,3.0025806634131804,0.5227949365026743,1,3.5428571428571423,2.75
3.0,1.0,26.2,1.684,0.166,2.0,46950,2.88,3.0,8.0,3.73,2025-05-19,3.022295187311776,0.7231297582593019,3,3.391428571428572,3.79
4.0,5.0,20.0,1.055,0.066,1.0,58939,3.07,3.0,5.0,3.38,2025-05-19,3.0962788541735726,0.5652616510239628,1,3.3085714285714287,2.88
2.0,6.0,35.9,1.088,0.075,1.0,41772,3.45,3.0,2.0,4.26,2025-05-19,3.013513887499976,1.322000308799573,1,3.2857142857142856,3.07
2.0,5.0,26.4,1.653,0.121,2.0,107077,3.14,2.0,7.51,2.92,2025-05-20,3.011032233730564,0.7088100162120279,1,3.272857142857144,3.45
2.0,0.0,27.0,1.511,0.163,1.0,134699,3.47,0.0,6.0,2.41,2025-05-20,3.043530945336403,1.498980871453913,2,3.2214285714285715,3.14
0.0,7.0,31.8,1.724,0.121,1.0,98555,3.95,2.0,12.0,2.63,2025-05-20,2.9550344537328104,0.6951884480805548,3,3.392857142857143,3.47
2.0,0.0,27.1,1.229,0.173,2.0,105795,2.84,1.0,5.0,2.81,2025-05-20,2.9637103005195686,1.7075864439961377,2,3.257142857142857,3.95
5.0,6.0,30.9,1.128,0.143,2.0,40699,4.07,1.0,6.0,4.03,2025-05-20,3.2014768663798443,0.8596810031914071,2,3.427142857142857,2.84
3.0,2.0,32.8,1.32,0.058,1.0,118789,3.79,3.0,4.0,2.66,2025-05-20,3.011032233730564,0.8445814242520479,3,3.53,4.07
5.0,1.0,23.1,1.233,0.179,1.0,37488,3.68,3.0,11.0,4.15,2025-05-21,3.034301951522985,1.4650813517219634,3,3.5628571428571427,3.79
2.0,1.0,27.7,1.089,0.074,1.0,89992,2.73,3.0,12.0,3.25,2025-05-21,2.971753113841859,0.957233819778504,1,3.504285714285714,3.68
3.0,6.0,32.7,1.509,0.158,0.0,127551,3.62,3.0,6.0,2.2,2025-05-21,3.1120282297979407,0.7880329668558981,2,3.525714285714286,2.73
5.0,7.0,21.0,1.531,0.133,2.0,123048,2.7,1.0,9.0,2.66,2025-05-21,3.021062726997556,1.2395023126904456,3,3.347142857142857,3.62
2.0,3.0,17.6,1.078,0.071,0.0,82690,3.31,1.0,3.0,3.32,2025-05-21,3.014675390930565,0.5513932754331066,2,3.4142857142857146,2.7
3.0,1.0,15.9,0.973,0.125,2.0,113794,3.61,0.0,7.0,2.75,2025-05-22,3.013513887499976,1.2288887494801601,2,3.3485714285714288,3.31
2.0,0.0,34.7,1.088,0.172,2.0,112032,2.67,0.0,10.0,2.92,2025-05-22,3.1117428131408658,0.9566212051585797,2,3.1885714285714286,3.61
2.0,7.0,31.3,1.531,0.124,1.0,82299,3.26,1.0,5.0,3.2,2025-05-22,3.07952790794112,1.7239569163148833,3,3.128571428571429,2.67
3.0,4.0,32.5,0.967,0.125,0.0,71267,3.15,2.0,12.0,3.26,2025-05-23,2.9937236900826454,0.9509842020538191,2,3.1885714285714286,3.26
4.0,3.0,26.5,1.556,0.143,0.0,43231,4.06,0.0,2.0,4.18,2025-05-23,3.2014768663798443,1.1274298189199687,2,3.251428571428572,3.15
3.0,2.0,31.0,1.084,0.074,1.0,70863,4.11,2.0,4.0,3.57,2025-05-23,3.026463940914762,0.8603477848443226,3,3.4528571428571437,4.06
3.0,7.0,33.3,1.576,0.093,2.0,39565,2.83,3.0,9.0,3.91,2025-05-23,2.9604674090272924,0.9056685229703815,2,3.384285714285714,4.11
1.0,3.0,35.7,1.208,0.133,1.0,101506,3.62,1.0,10.0,3.2,2025-05-24,3.1074473460558387,1.1154415895905891,3,3.3857142857142857,2.83
1.0,1.0,25.9,1.305,0.149,0.0,85993,3.45,3.0,11.0,3.25,2025-05-24,3.2014768663798443,0.9576515711806173,1,3.4971428571428573,3.62
4.0,5.0,21.6,1.243,0.153,0.0,77022,3.38,0.0,12.0,3.56,2025-05-24,3.021062726997556,1.1246724350073194,2,3.5142857142857147,3.45
5.0,1.0,30.8,1.445,0.184,2.0,133339,3.94,1.0,2.0,2.35,2025-05-24,3.10689643256313,0.9545856701491616,3,3.627142857142857,3.38
4.0,3.0,23.4,1.453,0.16,0.0,141649,2.64,1.0,2.0,2.5,2025-05-25,3.043530945336403,1.852265679634828,1,3.424285714285714,3.94
0.0,5.0,38.8,1.045,0.167,0.0,58328,3.74,1.0,5.0,4.12,2025-05-26,3.037531183193787,1.6391404960757763,2,3.3714285714285714,2.64
4.0,6.0,23.8,1.139,0.062,1.0,69800,3.61,1.0,2.0,3.46,2025-05-26,3.044509155857308,1.4026543190683944,1,3.482857142857143,3.74
2.0,0.0,33.4,1.421,0.103,0.0,47632,3.23,0.0,9.0,4.1,2025-05-27,3.0820983132609805,1.0768947064834713,1,3.427142857142857,3.61
0.0,0.0,38.8,1.11,0.091,2.0,56023,2.55,1.0,9.0,3.72,2025-05-27,3.013513887499976,1.715881357137866,2,3.2985714285714285,3.23
3.0,6.0,20.7,1.079,0.071,0.0,95944,3.74,2.0,8.0,3.29,2025-05-28,3.014675390930565,1.1406528833782317,1,3.3500000000000005,2.55
1.0,4.0,34.4,1.383,0.179,1.0,113499,3.77,1.0,12.0,2.74,2025-05-29,3.09652277694896,1.0506651579435946,1,3.325714285714286,3.74
5.0,0.0,18.7,1.34,0.075,2.0,84524,3.53,1.0,2.0,3.41,2025-05-29,3.087997768086914,1.892079411281801,2,3.4528571428571437,3.77
5.0,4.0,28.5,1.586,0.17,0.0,53902,3.38,3.0,3.0,4.08,2025-05-29,3.012852579287133,1.412803977876405,2,3.4014285714285712,3.53
4.0,1.0,26.7,1.058,0.143,2.0,116964,2.86,0.0,7.09,2.43,2025-05-29,3.1120282297979407,0.6072501762154927,3,3.294285714285714,3.38
1.0,2.0,26.8,1.703,0.188,0.0,57863,3.27,1.0,2.0,3.57,2025-05-30,3.0648188372108853,1.6029089767061833,2,3.3,2.86
5.0,3.0,28.7,1.439,0.105,1.0,66460,3.51,0.0,5.0,3.27,2025-05-30,3.022545908717656,0.9211287402735236,3,3.4371428571428573,3.27
3.0,3.0,28.8,1.007,0.166,0.0,64126,3.96,2.0,4.0,3.61,2025-06-01,3.012852579287133,1.7549128277129997,3,3.4685714285714284,3.51
0.0,1.0,32.1,1.686,0.097,2.0,109068,2.59,1.0,2.0,2.81,2025-06-01,3.09652277694896,1.904836411737448,2,3.3,3.96
2.0,2.0,31.7,1.139,0.157,1.0,75179,3.74,0.0,11.0,3.71,2025-06-01,2.8745017071655603,1.1913675800121057,1,3.3300000000000005,2.59
0.0,5.0,23.3,0.965,0.058,2.0,56427,3.71,0.0,6.0,3.77,2025-06-03,3.0962788541735726,1.252405193404479,1,3.377142857142857,3.74
2.0,1.0,23.7,1.448,0.057,2.0,83026,2.99,0.0,2.0,3.57,2025-06-03,2.941214429166024,0.9893526390094758,2,3.395714285714285,3.71
0.0,5.0,26.9,1.281,0.092,1.0,127419,2.97,1.0,9.0,2.38,2025-06-04,2.9637103005195686,1.2466878219614346,3,3.3528571428571428,2.99
3.0,6.0,32.3,1.642,0.111,2.0,92924,3.78,2.0,11.0,2.8,2025-06-04,3.2014768663798443,1.6205595508734736,1,3.391428571428572,2.97
1.0,5.0,33.7,0.848,0.156,2.0,147952,3.91,1.0,6.0,2.09,2025-06-04,3.09652277694896,1.062291567520593,1,3.3842857142857143,3.78
5.0,3.0,19.8,1.272,0.115,0.0,150442,2.86,0.0,4.0,2.2,2025-06-05,2.8482505569999232,1.7489564945151095,3,3.422857142857143,3.91
0.0,7.0,31.0,1.063,0.111,2.0,72397,3.2,1.0,12.0,3.5,2025-06-05,3.043530945336403,1.0317536684919044,3,3.3457142857142856,2.86
5.0,6.0,38.4,1.275,0.162,1.0,158037,2.62,1.0,10.0,1.71,2025-06-05,2.9937236900826454,1.0819603755836098,3,3.1900000000000004,3.2
3.0,2.0,27.2,1.455,0.168,2.0,33837,3.01,0.0,8.0,4.27,2025-06-05,3.022295187311776,1.7514748740928405,2,3.192857142857143,2.62
3.0,0.0,16.7,0.846,0.138,0.0,114721,2.87,2.0,8.0,2.54,2025-06-06,3.07952790794112,0.6839403096226258,2,3.1785714285714284,3.01
1.0,7.0,18.6,0.873,0.053,1.0,72293,3.95,1.0,12.0,3.56,2025-06-06,2.937517715389649,1.317335573683579,3,3.2028571428571437,2.87
5.0,2.0,33.7,1.247,0.153,2.0,34079,2.8,2.0,12.0,4.23,2025-06-06,3.0025806634131804,0.5095245010135154,2,3.044285714285714,3.95
4.0,1.0,26.9,1.734,0.195,1.0,97772,3.01,2.0,12.0,2.85,2025-06-07,3.011032233730564,1.8845809200950547,1,3.065714285714286,2.8
5.0,0.0,35.5,1.468,0.117,2.0,53050,2.72,2.0,12.0,3.65,2025-06-07,3.020723950915925,1.9409484375493467,1,2.9971428571428573,3.01
0.0,7.0,17.2,1.195,0.145,1.0,141265,3.83,0.0,2.0,2.07,2025-06-08,2.941214429166024,0.6982705566461915,1,3.1700000000000004,2.72
1.0,5.0,16.3,0.938,0.185,2.0,156273,2.74,2.0,7.0,1.92,2025-06-08,3.043530945336403,1.2590336381672766,1,3.1314285714285712,3.83
1.0,3.0,37.1,0.951,0.083,1.0,62844,3.12,0.0,3.0,3.73,2025-06-08,3.0962788541735726,1.8637018630153688,1,3.1671428571428573,2.74
5.0,1.0,23.8,1.505,0.102,2.0,43860,3.55,3.0,10.0,3.77,2025-06-09,2.9937236900826454,0.7681878512699988,1,3.11,3.12
3.0,0.0,28.9,1.154,0.069,0.0,35620,3.02,2.0,11.0,4.16,2025-06-09,3.0582575898647795,1.5185091407998934,1,3.141428571428572,3.55
2.0,2.0,27.7,1.506,0.117,1.0,123956,2.64,1.0,5.0,2.46,2025-06-09,3.016381209738393,1.6553708759847288,1,3.0885714285714285,3.02
2.0,2.0,34.7,1.573,0.057,2.0,156933,3.25,1.0,7.0,1.86,2025-06-10,3.062259065444224,1.5375054244734097,3,3.1642857142857146,2.64
2.0,0.0,28.7,1.687,0.199,1.0,58288,3.02,1.0,8.0,3.71,2025-06-10,2.8482505569999232,1.5608881035474755,2,3.0485714285714285,3.25
3.0,7.0,33.9,1.335,0.144,0.0,94254,3.49,2.0,4.0,2.92,2025-06-11,3.013266410547321,0.9885194529648982,1,3.1557142857142857,3.02
1.0,6.0,16.7,1.208,0.175,1.0,69133,3.58,3.0,9.0,3.48,2025-06-11,2.9604674090272924,1.550703017376705,3,3.2214285714285715,3.49
2.0,7.0,34.2,0.923,0.174,0.0,128358,3.7,1.0,9.0,2.32,2025-06-13,3.2014768663798443,0.8190926868140557,1,3.242857142857143,3.58
0.0,3.0,28.9,1.608,0.129,1.0,132604,3.72,0.0,11.0,2.63,2025-06-13,3.0280315598013106,1.5888831814410622,2,3.3428571428571425,3.7
2.0,7.0,35.3,1.169,0.064,0.0,73745,2.7,2.0,9.0,3.56,2025-06-13,3.09652277694896,1.5184584187187347,2,3.3514285714285714,3.72
4.0,0.0,25.3,1.509,0.151,0.0,52302,3.47,3.0,11.0,3.71,2025-06-13,3.0831076548036767,0.7534585888981302,1,3.382857142857143,2.7
5.0,7.0,38.5,1.235,0.142,1.0,118596,2.97,2.0,8.0,2.57,2025-06-14,3.013266410547321,0.819140756804005,2,3.375714285714286,3.47
5.0,4.0,18.5,1.555,0.098,2.0,159553,2.88,2.0,9.0,1.87,2025-06-14,3.0648188372108853,1.0415948856430557,3,3.288571428571429,2.97
3.0,7.0,27.4,1.379,0.087,0.0,156636,2.9,2.0,8.0,1.94,2025-06-14,2.9637103005195686,1.29627867538942,2,3.1914285714285717,2.88
1.0,7.0,29.7,1.333,0.081,1.0,59481,2.8,2.0,8.0,3.75,2025-06-14,3.0115077099347927,1.7261874101976482,1,3.062857142857143,2.9
1.0,6.0,29.4,0.967,0.147,1.0,156185,3.97,0.0,2.0,2.05,2025-06-15,3.0820983132609805,1.2724545418389748,3,3.0985714285714283,2.8
4.0,3.0,17.3,1.704,0.091,1.0,56609,3.85,0.0,11.0,3.67,2025-06-15,3.0820983132609805,1.2461874081235644,2,3.262857142857143,3.97
1.0,4.0,34.9,1.17,0.152,0.0,74146,3.94,3.0,12.0,3.32,2025-06-15,3.0582575898647795,0.7839361618328737,1,3.3300000000000005,3.85
4.0,4.0,20.9,0.899,0.11,2.0,99860,2.57,2.0,7.0,3.05,2025-06-15,3.10689643256313,1.6574543242256219,3,3.2728571428571427,3.94
2.0,7.0,38.8,1.667,0.093,1.0,107815,3.12,0.0,6.0,2.53,2025-06-16,3.023203278153176,1.8005870587371846,2,3.307142857142857,2.57
2.0,0.0,31.5,1.149,0.054,2.0,151456,4.08,2.0,5.85,1.86,2025-06-17,3.0280315598013106,0.861309730357064,3,3.475714285714285,3.12
3.0,4.0,29.2,1.233,0.07,0.0,128390,3.23,3.0,2.0,2.53,2025-06-17,2.971753113841859,1.127960138671118,3,3.537142857142857,4.08
3.0,5.0,29.3,1.737,0.07,0.0,106227,3.97,3.0,4.0,2.97,2025-06-17,2.8482505569999232,0.5630135222453528,1,3.5371428571428574,3.23
1.0,3.0,32.1,1.153,0.178,0.0,57645,3.6,2.0,12.0,3.68,2025-06-18,3.021062726997556,0.9392732529679133,1,3.501428571428572,3.97
1.0,3.0,25.3,0.907,0.089,2.0,156398,3.32,0.0,11.0,2.01,2025-06-19,3.021062726997556,1.4257781083120125,2,3.412857142857143,3.6
2.0,2.0,28.7,1.268,0.101,1.0,154302,3.93,1.0,10.0,2.05,2025-06-19,3.046009221581059,1.7609890252727145,2,3.607142857142857,3.32
5.0,2.0,19.6,1.662,0.191,0.0,61230,2.75,0.0,9.0,4.16,2025-06-19,3.046009221581059,1.7034931532118391,1,3.5542857142857143,3.93
3.0,7.0,17.0,0.862,0.051,2.0,140267,2.61,3.0,4.0,2.34,2025-06-19,3.044509155857308,1.1876044842983553,1,3.344285714285714,2.75
2.0,1.0,16.7,1.501,0.121,2.0,86769,3.81,0.0,4.0,3.15,2025-06-19,3.012852579287133,1.571492093518005,1,3.427142857142857,2.61
5.0,2.0,34.6,1.477,0.163,0.0,94874,2.87,0.0,10.0,2.86,2025-06-19,3.023203278153176,0.5832073538622891,3,3.27,3.81
5.0,5.0,31.5,1.173,0.133,1.0,106608,3.7,2.0,8.0,2.78,2025-06-20,2.9604674090272924,0.9583810297213244,3,3.2842857142857147,2.87
3.0,5.0,32.7,1.548,0.138,1.0,94291,3.67,0.0,9.0,3.11,2025-06-21,3.011032233730564,0.6807990559148585,3,3.334285714285714,3.7
3.0,0.0,16.5,1.337,0.096,1.0,101511,3.65,1.0,8.0,2.75,2025-06-21,3.021062726997556,1.970743713452396,1,3.2942857142857145,3.67
1.0,5.0,31.5,0.967,0.124,0.0,132111,2.72,2.0,11.0,2.27,2025-06-21,3.013513887499976,0.8040309441911676,2,3.29,3.65
5.0,1.0,26.2,1.464,0.114,1.0,114657,2.56,0.0,10.0,2.47,2025-06-21,3.0820983132609805,1.2288278602391343,1,3.282857142857144,2.72
4.0,2.0,32.4,1.441,0.19,0.0,99606,4.01,3.0,7.0,2.63,2025-06-21,3.2014768663798443,1.8072800112402752,2,3.3114285714285714,2.56
4.0,2.0,16.3,1.36,0.15,0.0,78017,3.86,2.0,11.0,3.63,2025-06-22,2.941214429166024,1.3243515255583114,1,3.4528571428571424,4.01
0.0,0.0,38.3,1.588,0.063,0.0,137814,2.88,1.0,6.0,2.4,2025-06-22,3.043530945336403,0.6866712956889989,1,3.3357142857142854,3.86
0.0,5.0,18.5,1.551,0.128,0.0,97822,3.63,3.0,2.0,2.9,2025-06-23,3.012852579287133,1.1729280525767367,2,3.3300000000000005,2.88
2.0,6.0,17.8,1.591,0.185,0.0,112321,2.72,2.0,2.0,3.08,2025-06-23,3.046009221581059,1.7045318334478652,1,3.197142857142857,3.63
1.0,7.0,17.4,1.731,0.151,2.0,105848,2.91,1.0,12.0,2.77,2025-06-24,3.0115077099347927,0.786142697884346,1,3.224285714285714,2.72
2.0,3.0,31.8,1.307,0.175,0.0,60336,3.3,0.0,11.0,3.62,2025-06-24,3.062259065444224,1.9308744644789089,3,3.33,2.91
2.0,1.0,38.8,1.502,0.056,1.0,70806,4.08,3.0,5.0,3.7,2025-06-24,3.016381209738393,1.96499627826346,2,3.34,3.3
1.0,4.0,37.8,1.246,0.063,1.0,88358,3.26,0.0,7.0,3.37,2025-06-24,3.022295187311776,1.3302058274457584,2,3.2542857142857144,4.08
0.0,2.0,22.4,1.009,0.151,1.0,120055,3.46,1.0,8.0,2.59,2025-06-24,3.016381209738393,1.8344799211138807,1,3.337142857142857,3.26
3.0,1.0,37.6,1.058,0.058,2.0,41889,3.51,3.0,7.0,3.95,2025-06-25,2.941214429166024,1.1852767170759775,1,3.32,3.46
1.0,7.0,33.6,1.673,0.13,0.0,46849,2.68,3.0,7.53,3.82,2025-06-25,3.07952790794112,1.664582994995644,3,3.314285714285714,3.51
4.0,4.0,28.3,1.697,0.119,1.0,139948,3.25,2.0,3.0,2.11,2025-06-25,3.013513887499976,0.6962863478909587,3,3.3628571428571425,2.68
4.0,2.0,23.3,1.367,0.15,2.0,93026,2.66,2.0,6.0,3.34,2025-06-26,3.026463940914762,1.4682066512754959,3,3.271428571428572,3.25
1.0,4.0,26.1,1.179,0.184,1.0,111272,3.16,0.0,9.0,2.97,2025-06-26,2.9550344537328104,1.2746440659213034,2,3.14,2.66
4.0,1.0,33.9,1.081,0.127,1.0,154657,3.82,2.0,3.0,1.78,2025-06-26,3.020723950915925,1.5727442356533268,3,3.22,3.16
4.0,5.0,26.2,1.217,0.07,2.0,69501,3.74,0.0,7.0,3.59,2025-06-27,3.0582575898647795,1.287272454467738,1,3.26,3.82
4.0,4.0,30.2,1.569,0.155,1.0,145906,2.88,0.0,10.0,1.99,2025-06-27,3.026463940914762,1.754227801534236,2,3.1700000000000004,3.74
4.0,5.0,34.2,1.385,0.143,0.0,35685,3.0,3.0,5.0,3.95,2025-06-27,3.1466564880282992,0.7538890681771548,2,3.2157142857142857,2.88
3.0,3.0,34.9,1.152,0.088,1.0,56870,3.22,0.0,9.0,3.86,2025-06-28,3.0115077099347927,1.9876195131962178,1,3.2114285714285717,3.0
5.0,1.0,29.5,1.295,0.096,2.0,108530,2.71,1.0,8.0,2.75,2025-06-28,3.037531183193787,0.7667610242065266,1,3.218571428571429,3.22
4.0,5.0,35.9,1.478,0.181,0.0,78136,3.82,1.0,9.0,3.32,2025-06-29,2.937517715389649,1.646088002039527,2,3.312857142857143,2.71
5.0,4.0,22.7,1.555,0.084,1.0,47099,4.08,0.0,9.0,3.66,2025-06-29,3.07952790794112,1.7144804492176173,3,3.35,3.82
