Alloy,Finish,Length_m,Weight_kg_per_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Copper,Blackening,16.3,1.184,Ytterram,0.13902449122641813,low,95945,3.79,large,2.0,3.04,2025-12-11
Iron,Hot-dip galvanized,35.0,0.986,Glashållare,0.19211578554550102,high,152894,4.05,small,10.0,2.03,2025-10-16
Iron,Electroplated,22.0,1.553,U-profil,0.17983825187291017,medium,105696,3.92,medium,2.0,2.87,2025-04-07
Brass,Wet painted,27.7,1.506,T-profil,0.17414675758873566,low,39826,3.45,micro,8.0,4.03,2025-12-01
Tin,Wet painted,22.6,1.187,Mittpost,0.08698884529323356,low,136163,3.2,large,7.0,2.33,2025-01-16
Aluminium,Powder coated,37.5,0.86,Glashållare,0.19374862576730395,high,71800,3.08,medium,8.0,3.46,2025-02-13
Copper,Plasma sprayed,21.7,1.601,Korsprofil,0.07904317181541955,low,100349,2.75,micro,4.0,2.96,2025-08-18
Aluminium,Electroplated,25.7,0.848,Glashållare,0.1795671133082285,low,105666,2.72,medium,4.0,2.87,2025-04-18
Copper,Electroplated,35.9,1.478,Innerbåge,0.08959394719595434,medium,112617,3.64,medium,12.0,2.74,2025-08-05
Steel,Brushed,35.2,1.721,Skarvprofil,0.06881043535336616,low,91417,2.96,micro,2.0,3.12,2025-09-17
Iron,Plasma sprayed,20.0,1.236,Doldbeslag,0.1489374312403706,medium,88396,2.95,large,5.0,3.17,2025-11-08
Tin,Phosphated,34.3,1.051,Baslister,0.08636534411037752,medium,40210,4.14,medium,,4.02,2025-11-16
Brass,Phosphated,26.3,1.479,Täckprofil,0.09325754842222529,high,113683,2.85,large,11.0,2.72,2025-07-15
Tin,Anodized,26.9,1.581,Foglist,0.08518097051944734,medium,103485,2.79,large,9.0,2.9,2025-04-05
Tin,Polished,18.8,1.335,Skarvprofil,0.05891497130897356,medium,82548,2.71,large,4.0,3.27,2025-02-25
Tin,Wet painted,17.6,1.718,Ytterram,0.08144813244715801,medium,106956,3.47,micro,8.0,2.84,2025-02-01
Aluminium,Blackening,32.6,0.884,F-profil,0.05909335808230234,high,34251,3.55,small,8.0,4.13,2025-08-19
Copper,Phosphated,27.2,1.297,Ramlist,0.1125353800936016,high,97512,3.13,large,10.0,3.01,2025-01-09
Lead,Plasma sprayed,25.8,1.492,U-profil,0.062147058256070704,high,108001,3.4,small,7.0,2.82,2025-07-10
Steel,Electroplated,32.6,1.623,Mittpost,0.15372772392167658,low,112188,3.8,small,2.0,2.75,2025-12-27
Nickel,Blackening,33.4,1.001,Glaskil,0.07827135516951005,high,107582,3.85,medium,9.0,2.83,2025-07-19
Tin,Phosphated,19.4,1.566,J-profil,0.19328487111190532,medium,141574,4.07,large,2.0,2.23,2025-11-30
Titanium,Electroplated,29.8,1.341,Distansprofil,0.18102699069240036,low,126833,3.86,large,4.0,2.49,2025-06-10
Aluminium,Phosphated,18.9,1.198,Baslister,0.08388133883270565,low,74254,3.45,large,12.0,3.42,2025-03-28
Brass,Wet painted,33.1,0.957,Fönsterbåge,0.1654917319782285,high,122019,2.84,small,6.0,2.58,2025-01-21
Nickel,Hot-dip galvanized,30.9,1.625,Karmprofil,0.15911926698754358,low,41104,2.71,micro,9.0,4.01,2025-11-07
Lead,Phosphated,37.9,0.98,Glaskil,0.19508774255334535,low,125005,2.64,small,10.0,2.52,2025-03-17
Titanium,Plasma sprayed,17.3,1.119,Isolerprofil,0.13928549563212406,low,32895,3.61,large,8.0,4.15,2025-05-21
Lead,Phosphated,17.0,1.101,Kopplingsprofil,0.06784648033257325,low,61892,3.83,large,10.0,3.64,2025-05-06
Nickel,Polished,22.3,1.631,Isolerprofil,0.15800075201312708,low,72943,3.36,large,12.0,3.44,2025-09-08
Tin,Blackening,21.8,1.45,T-profil,0.14159214800107245,low,156021,2.64,small,4.0,1.98,2025-03-25
Titanium,Blackening,21.4,1.563,Ytterram,0.15873517651647076,medium,94965,3.4,large,6.0,3.05,2025-02-17
Lead,Wet painted,36.7,1.065,Fönsterbåge,0.09792199892272879,low,53123,4.04,medium,,3.79,2025-03-19
Brass,Plasma sprayed,21.5,1.406,T-profil,0.17239100342209357,low,38272,3.5,large,9.0,4.06,2025-01-30
Copper,Brushed,22.0,1.358,Pärlspont,0.1959291468818853,medium,48182,3.84,micro,2.0,3.88,2025-10-12
Iron,Plasma sprayed,33.3,1.596,Baslister,0.07370244792342272,low,98694,3.82,medium,9.0,2.99,2025-05-16
Copper,Blackening,26.1,1.662,Baslister,0.05602331670025724,high,103355,4.03,large,8.0,2.91,2025-05-20
Nickel,Polished,33.7,0.848,Hörnvinkel,0.06638843852404164,high,56069,3.77,medium,2.0,3.74,2025-02-10
Aluminium,Hot-dip galvanized,17.2,1.451,Avvattningsprofil,0.16763954498211797,low,57320,3.74,large,11.0,3.72,2025-10-09
Iron,Wet painted,27.0,0.884,Kantprofil,0.14408145664332386,medium,75048,2.92,micro,11.0,3.41,2025-02-19
Steel,Brushed,16.5,1.337,Glashållare,0.14765704910845576,high,134921,2.65,large,7.0,2.35,2025-09-15
Brass,Polished,17.2,1.099,Skarvprofil,0.09957151468371087,medium,117674,3.37,medium,,2.65,2025-11-07
Steel,Polished,36.7,1.117,Ytterram,0.1364199975675508,high,77212,2.75,micro,3.0,3.37,2025-12-26
Titanium,Powder coated,18.9,1.159,Mittpost,0.10558189929450267,low,45179,4.08,small,6.0,3.94,2025-09-27
Iron,Wet painted,28.0,1.403,Stödprofil,0.12958102883232334,medium,66098,3.01,micro,3.0,3.57,2025-05-14
Steel,Plasma sprayed,25.2,1.141,Clipsprofil,0.16978443097807716,low,140091,3.91,micro,11.0,2.26,2025-08-22
Steel,Electroplated,23.8,1.505,Ramlist,0.1856544527480813,medium,122126,3.17,micro,2.0,2.57,2025-05-08
Lead,Hot-dip galvanized,36.6,1.206,Hakprofil,0.19109531774287916,high,78373,3.06,medium,7.0,3.35,2025-04-14
Copper,Electroplated,16.2,0.9,Skruvkanal,0.1835520482272835,high,108091,4.04,micro,9.0,2.82,2025-09-11
Lead,Plasma sprayed,31.1,1.551,Ytterram,0.11317416569702442,high,99283,3.13,large,9.0,2.98,2025-04-05
Iron,Plasma sprayed,38.0,1.098,Doldbeslag,0.12431625231339137,high,75305,3.17,micro,9.0,3.4,2025-12-03
Iron,Wet painted,28.7,1.231,Distansprofil,0.15421448977477303,high,127031,2.72,micro,12.0,2.49,2025-08-05
Nickel,Plasma sprayed,37.4,1.462,Glashållare,0.18038721577616018,low,35150,3.62,large,7.0,4.11,2025-03-02
Lead,Blackening,16.9,1.14,Distansprofil,0.07955134242999312,medium,60700,3.01,large,12.0,3.66,2025-09-25
Zinc,Powder coated,25.4,0.889,Hakprofil,0.08955439740491442,medium,157248,3.48,small,4.0,1.95,2025-08-29
Copper,Brushed,21.7,1.178,Pärlspont,0.07431857698785509,low,44253,3.49,micro,2.0,3.95,2025-01-13
Iron,Plasma sprayed,32.6,5.173416,Fönsterbleck,0.13359886884460034,high,138710,3.69,medium,3.0,2.28,2025-05-27
Nickel,Electroplated,38.4,1.422,Distansprofil,0.10082284061382649,low,157455,3.73,micro,6.0,1.95,2025-08-28
Lead,Plasma sprayed,21.7,1.449,H-profil,0.10004176872934005,medium,55835,3.37,micro,11.0,3.75,2025-03-30
Copper,Powder coated,30.9,1.413,Innerbåge,0.06753531224212199,medium,107836,3.08,large,6.0,2.83,2025-04-05
Lead,Blackening,20.3,1.018,Clipsprofil,0.09649351142618796,low,107339,3.88,small,11.0,2.84,2025-11-11
Steel,Blackening,28.8,1.218,Glasningslist,0.1923963270065147,high,153940,3.04,micro,2.0,2.01,2025-10-20
Nickel,Phosphated,26.5,1.521,Ändprofil,0.08747791139578273,high,113329,3.36,medium,2.0,2.73,2025-01-25
Copper,Blackening,38.2,0.93,Glashållare,0.14521490129292577,medium,36355,3.19,micro,10.0,4.09,2025-09-29
Tin,Phosphated,29.8,1.09,Stödprofil,0.1400500874861149,low,70470,3.91,medium,3.0,3.49,2025-06-15
Titanium,Polished,23.8,1.089,Skruvkanal,0.1831900063494905,high,157631,3.24,large,8.0,1.95,2025-09-07
Titanium,Hot-dip galvanized,18.4,1.231,Hörnvinkel,0.06955127166826627,medium,130244,3.16,small,11.0,2.43,2025-03-28
Copper,Anodized,19.2,1.73,Karmlist,0.1977496848395407,low,139885,3.65,micro,5.0,2.26,2025-05-22
Lead,Blackening,20.9,0.899,Distansprofil,0.12747083187687475,high,132276,3.51,small,8.0,2.39,2025-05-14
Nickel,Brushed,21.5,1.31,H-profil,0.19128151360812992,high,60551,2.72,micro,9.0,3.66,2025-10-06
Titanium,Chrome plated,35.4,1.001,Fönsterbleck,0.1870908090542135,medium,36832,3.36,medium,6.0,4.08,2025-05-06
Nickel,Polished,28.7,1.721,Mittpost,0.08138133107192365,medium,37224,3.72,small,2.0,4.08,2025-11-12
Titanium,Blackening,27.8,0.94,Baslister,0.05460649825626641,medium,80337,4.13,micro,5.0,3.31,2025-05-21
Steel,Hot-dip galvanized,18.4,1.205,Skarvprofil,0.09629244424528237,medium,110382,3.55,large,11.0,2.78,2025-12-22
Lead,Phosphated,35.6,1.509,Vinkellist,0.14317426048257895,medium,124415,3.14,medium,4.0,2.53,2025-04-13
Steel,Electroplated,32.5,1.479,Innerbåge,0.0915245548863721,low,103921,2.91,small,11.0,2.9,2025-08-14
Titanium,Chrome plated,17.3,1.222,Ramlist,0.06498660107933761,high,110226,3.94,micro,6.0,2.78,2025-03-04
Tin,Hot-dip galvanized,32.1,1.153,Ytterram,0.11643119875208588,low,111116,3.85,small,11.0,2.77,2025-10-21
Tin,Hot-dip galvanized,28.3,1.199,Kantprofil,0.06471201398437736,medium,121954,2.92,micro,11.0,2.58,2025-11-02
Steel,Blackening,17.6,1.078,Glasningslist,0.07405459193049031,low,102700,2.87,medium,7.0,2.92,2025-09-11
Tin,Polished,26.3,1.024,Kilspår,0.1003451933667265,low,139920,3.69,large,3.0,2.26,2025-06-29
Titanium,Chrome plated,26.9,1.277,Z-profil,0.0612597193658025,low,131825,3.05,medium,8.0,2.4,2025-02-09
Copper,Wet painted,19.6,1.082,Kilspår,0.11416269449498528,low,133464,3.04,small,4.0,2.37,2025-09-21
Steel,Anodized,37.6,1.099,Kantprofil,0.11764553448627958,medium,124685,2.79,small,2.0,2.53,2025-07-08
Aluminium,Wet painted,35.4,1.435,Ändprofil,0.12586740606693622,low,125402,2.97,micro,11.0,2.52,2025-01-08
Lead,Chrome plated,31.2,1.719,T-profil,0.17520028597530413,low,43002,3.23,medium,4.0,3.97,2025-04-14
Tin,Wet painted,26.4,1.387,Z-profil,0.12188476633766707,high,139032,3.72,micro,10.0,2.28,2025-08-13
Tin,Blackening,25.3,0.907,H-profil,0.10941596960132435,medium,47685,3.08,medium,11.0,3.89,2025-02-03
Iron,Powder coated,30.8,0.906,Doldbeslag,0.11119295603750617,medium,41636,3.07,small,12.0,4.0,2025-08-24
Zinc,Phosphated,28.3,1.704,Bottenlist,0.16857938396042185,low,97721,3.0,micro,12.0,3.01,2025-08-16
Steel,Powder coated,17.2,1.108,J-profil,0.17451771854501438,low,63525,3.31,micro,7.0,3.61,2025-07-07
Brass,Plasma sprayed,27.6,0.921,Täckprofil,0.1805860441222227,low,68321,2.84,medium,12.0,3.53,2025-11-09
Tin,Wet painted,34.4,1.383,Sidoprofil,0.15798967490304835,medium,36082,3.32,large,7.0,4.1,2025-01-22
Lead,Plasma sprayed,26.4,1.405,Ändprofil,0.0701652797472408,high,121177,3.67,medium,5.0,2.59,2025-12-09
Aluminium,Electroplated,16.9,1.428,Ramlist,0.09835002265144994,high,147754,2.6,large,9.0,2.12,2025-02-09
Tin,Brushed,33.9,1.081,Skruvkanal,0.05611877250014441,medium,149669,2.57,medium,6.0,2.09,2025-06-22
Aluminium,Electroplated,20.4,0.851,J-profil,0.1907633087853766,high,121930,2.67,small,8.0,2.58,2025-06-28
Titanium,Chrome plated,21.7,1.716,Ventilationslister,0.1616300501822714,medium,81411,3.4,micro,10.0,3.29,2025-03-27
Titanium,Hot-dip galvanized,19.5,1.066,Skenprofil,0.15443160718880572,high,121702,3.91,medium,6.0,2.58,2025-05-13
Zinc,Phosphated,23.4,1.453,Doldbeslag,0.08641962789834995,medium,152074,2.56,small,12.0,2.04,2025-12-17
Copper,Wet painted,33.2,1.481,Bottenlist,0.16636042068590415,high,154952,4.04,medium,6.0,1.99,2025-01-13
Brass,Polished,27.7,1.393,Sidoprofil,0.08083293296953965,low,116885,2.72,micro,5.0,2.67,2025-01-28
Iron,Brushed,20.5,1.122,Stödprofil,0.05,medium,75019,3.89,medium,7.0,3.41,2025-03-25
Zinc,Anodized,36.0,1.084,Clipsprofil,0.11387971671166584,medium,128828,3.32,large,3.0,2.46,2025-11-14
Nickel,Anodized,36.1,1.382,Skenprofil,0.14866831042374998,high,81337,3.6,micro,4.0,3.3,2025-12-15
Iron,Anodized,35.9,1.626,Kantskydd,0.11845658236252132,medium,112403,3.36,large,2.0,2.75,2025-12-09
Steel,Wet painted,21.3,1.699,Kilspår,0.18223702800468133,medium,142287,3.31,small,3.0,2.22,2025-10-07
Lead,Anodized,26.2,0.934,Distansprofil,0.0665620170081155,medium,157995,3.88,small,3.0,1.94,2025-12-20
Nickel,Blackening,38.5,0.978,L-profil,0.12927562859827352,low,35813,3.75,medium,9.0,4.1,2025-09-20
Nickel,Powder coated,33.6,1.698,Spröjsprofil,0.13573078317059517,low,147483,3.32,large,9.0,2.13,2025-06-15
Zinc,Brushed,16.4,1.508,Korsprofil,0.09441409822014106,high,45635,2.73,large,3.0,3.93,2025-10-20
Copper,Powder coated,17.2,1.641,Avvattningsprofil,0.16824496357434762,low,76440,2.73,micro,7.0,3.38,2025-03-09
Zinc,Hot-dip galvanized,26.5,1.022,Hörnvinkel,0.17252532368570273,high,136426,3.82,large,6.0,2.32,2025-08-14
Steel,Brushed,36.8,1.372,Fönsterbåge,0.1589615032357004,low,112673,3.39,large,4.0,2.74,2025-06-19
Tin,Powder coated,28.2,1.476,Hakprofilslist,0.18716360783048686,high,109958,3.32,micro,6.0,2.79,2025-03-27
Tin,Brushed,27.2,1.457,Skenprofil,0.16079452173248657,low,67140,3.63,micro,6.0,3.55,2025-05-13
Copper,Hot-dip galvanized,18.2,1.209,Rörprofil,0.08709216858533188,low,63307,3.92,large,6.0,3.61,2025-06-27
Steel,Plasma sprayed,30.9,0.851,Skruvkanal,0.16635539284255982,high,89247,3.55,medium,4.0,3.16,2025-12-09
Copper,Blackening,34.8,1.368,Doldbeslag,0.09911691451522729,low,139133,3.76,micro,4.0,2.27,2025-09-09
Aluminium,Wet painted,24.5,1.068,Isolerprofil,0.08549742187370564,medium,150937,3.77,micro,5.0,2.06,2025-01-15
Tin,Wet painted,33.7,1.247,Fönsterbåge,0.05041553625872,low,153021,3.12,large,8.0,2.03,2025-08-11
Nickel,Anodized,38.0,1.709,L-profil,0.15585296794176798,high,125520,2.99,large,3.0,2.51,2025-07-20
Brass,Blackening,20.4,1.201,Baslister,0.16005804840933757,medium,58693,3.82,micro,11.0,3.7,2025-04-17
Lead,Electroplated,27.8,1.602,Foglist,0.07109930191754812,high,89780,3.15,large,5.0,3.15,2025-09-07
Steel,Anodized,22.4,1.009,Clipsprofil,0.1538926434512334,medium,149543,3.99,micro,5.0,2.09,2025-03-30
Iron,Chrome plated,34.1,1.45,Kantprofil,0.17581058037862374,high,120590,2.66,medium,2.0,2.6,2025-05-05
Copper,Blackening,29.1,1.727,Hakprofilslist,0.07438478081073835,low,118635,2.64,medium,11.0,2.64,2025-04-23
Lead,Powder coated,30.4,0.93,Isolerprofil,0.08161423441506248,low,136563,4.02,micro,9.0,2.32,2025-05-17
Iron,Brushed,34.2,0.845,Baslister,0.16254686370250265,medium,41407,3.58,micro,2.0,4.0,2025-09-04
Lead,Electroplated,24.9,1.232,H-profil,0.09962169090850588,low,160481,3.15,small,9.0,1.9,2025-06-15
Brass,Blackening,36.9,0.922,Kantskydd,0.1381955720178264,high,38293,3.75,small,8.0,4.06,2025-05-30
Iron,Hot-dip galvanized,28.1,1.519,Avvattningsprofil,0.058795687024078266,high,128641,3.62,large,,2.46,2025-12-29
Zinc,Chrome plated,19.4,1.67,Ramlist,0.11472391267802147,low,125950,3.39,large,9.0,2.51,2025-12-09
Titanium,Hot-dip galvanized,31.8,1.233,Glasningslist,0.17048000286738688,high,135625,2.71,micro,6.0,2.34,2025-03-09
Zinc,Wet painted,34.1,1.073,H-profil,0.1553218672394254,medium,157280,3.84,micro,9.0,1.95,2025-08-09
Tin,Wet painted,23.1,1.233,Ventilationslister,0.16995580784953734,high,149895,3.93,small,12.0,2.08,2025-09-28
Titanium,Anodized,35.6,1.496,Vinkellist,0.17886671537805687,high,84366,2.82,small,11.0,3.24,2025-11-17
Zinc,Powder coated,36.7,0.845,Spröjsprofil,0.16157064398059218,low,144150,3.9,micro,4.0,2.18,2025-11-06
Titanium,Electroplated,22.1,1.374,Pärlspont,0.14187620256074795,low,75242,3.95,medium,11.0,3.4,2025-12-15
Titanium,Phosphated,38.5,1.396,Baslister,0.05747204005315874,medium,48438,3.42,medium,8.0,3.88,2025-01-20
Nickel,Chrome plated,19.0,1.418,Innerbåge,0.12979822917864373,low,150858,3.59,large,5.0,2.07,2025-10-16
Copper,Chrome plated,20.4,1.058,Täckprofil,0.05730751238492855,medium,159708,3.16,micro,6.0,1.91,2025-04-10
Copper,Blackening,20.0,1.488,Kantskydd,0.1727055711062271,high,76827,3.0,micro,10.0,3.38,2025-09-09
Nickel,Anodized,36.4,0.92,Tätningslist,0.09518527880405656,high,41490,3.7,large,8.0,4.0,2025-03-18
Lead,Wet painted,30.9,1.019,Skruvkanal,0.12288022108403017,medium,124559,3.92,small,5.0,2.53,2025-05-15
Aluminium,Anodized,19.2,1.636,Glashållare,0.09111266044804346,high,152073,3.59,small,7.0,2.04,2025-06-22
Lead,Brushed,25.9,1.51,H-profil,0.16337959818432182,low,110722,3.36,medium,11.0,2.78,2025-12-29
Iron,Blackening,30.0,0.85,Kantprofil,0.18319918190632575,high,87998,2.8,micro,12.0,3.18,2025-07-20
Iron,Blackening,17.7,1.063,Kantprofil,0.12721263687543832,low,114615,2.63,small,8.0,2.71,2025-08-05
Titanium,Electroplated,36.1,1.033,Glashållare,0.18614409089950404,medium,126010,3.26,medium,11.0,2.51,2025-07-27
Zinc,Powder coated,34.3,1.084,Dekorlist,0.09754784471954019,medium,61386,2.63,medium,10.0,3.65,2025-03-15
Zinc,Plasma sprayed,27.4,1.063,Hakprofil,0.13116934336921438,high,49622,3.46,medium,5.0,3.86,2025-01-11
Copper,Polished,38.1,0.894,Fönsterbåge,0.1779993452667332,high,140432,3.16,small,11.0,2.25,2025-10-14
Steel,Polished,25.4,1.255,H-profil,0.1024843703940665,low,157904,3.75,small,4.0,1.94,2025-09-13
Lead,Blackening,38.5,1.505,Karmprofil,0.1867459068740168,low,133114,3.04,micro,,2.38,2025-01-12
Tin,Anodized,31.2,1.39,L-profil,0.0615823078115594,low,151624,3.49,micro,2.0,2.05,2025-03-19
Brass,Brushed,30.4,1.45,Distansprofil,0.05428001350066922,high,115869,3.4,medium,10.0,2.69,2025-06-21
Zinc,Electroplated,19.6,0.911,Karmprofil,0.19456630628702484,medium,117910,2.56,medium,2.0,2.65,2025-04-06
Brass,Phosphated,36.1,1.704,Karmlist,0.06369308514417446,medium,35735,2.67,small,3.0,4.1,2025-11-02
Titanium,Polished,25.6,1.601,Pärlspont,0.19988877841049935,high,133805,3.01,small,9.0,2.37,2025-09-30
Brass,Electroplated,19.5,1.57,Karmprofil,0.19154576802431095,high,85631,3.95,micro,10.0,3.22,2025-06-28
Tin,Blackening,16.0,1.587,Innerbåge,0.07733088418820046,high,61242,2.78,micro,8.0,3.65,2025-03-05
Nickel,Powder coated,28.7,1.687,Tätningslist,0.1256235261580013,high,91935,3.68,large,4.0,3.11,2025-05-12
Tin,Hot-dip galvanized,27.9,1.333,Mittpost,0.07136749945399813,medium,61359,4.1,micro,8.0,3.65,2025-12-09
Brass,Brushed,32.4,1.02,Kantskydd,0.12256135187298448,high,89857,3.81,small,7.0,3.15,2025-09-29
Tin,Wet painted,36.3,1.399,Täckprofil,0.05,low,145757,2.94,medium,3.0,2.16,2025-11-15
Aluminium,Electroplated,17.6,1.514,Ventilationslister,0.0918088069005022,high,84689,3.99,large,4.0,3.24,2025-11-28
Titanium,Powder coated,32.7,1.509,Anslagslist,0.09860710863498107,high,85314,2.7,micro,12.0,3.23,2025-12-07
Lead,Phosphated,20.1,1.312,Isolerprofil,0.12410967218369048,high,65126,3.29,micro,11.0,3.58,2025-04-19
Nickel,Plasma sprayed,35.6,0.9,Skarvprofil,0.2,high,62597,3.96,small,11.0,3.63,2025-09-30
Zinc,Wet painted,34.7,1.175,Pärlspont,0.17279183171619997,high,76190,3.57,large,6.0,3.39,2025-06-17
Iron,Blackening,28.2,1.676,Avvattningsprofil,0.1722462329539428,low,53622,3.21,micro,11.0,3.79,2025-06-29
Lead,Plasma sprayed,32.2,1.37,Glaskil,0.12724604868155262,low,68039,3.02,medium,5.0,3.53,2025-02-27
Iron,Phosphated,23.0,1.328,Dekorlist,0.17365384007065007,high,42019,3.15,small,3.0,3.99,2025-03-20
Titanium,Powder coated,26.6,1.082,Ventilationslister,0.09690885404653486,medium,111853,3.36,large,5.0,2.76,2025-03-02
Nickel,Polished,34.7,1.173,Isolerprofil,0.15042139048715758,high,40614,3.06,micro,9.0,4.02,2025-05-01
Copper,Plasma sprayed,26.4,1.653,Spröjsprofil,0.2,high,126131,4.09,micro,6.0,2.5,2025-07-26
Zinc,Blackening,24.0,1.444,H-profil,0.10008896085943202,high,107464,4.03,large,6.0,2.83,2025-02-03
Aluminium,Wet painted,27.2,1.554,Ytterram,0.15704859837218588,medium,139958,3.93,small,11.0,2.26,2025-03-11
Copper,Anodized,34.9,1.251,Fönsterbåge,0.1712503031545347,medium,109328,3.22,large,4.0,2.8,2025-01-17
Titanium,Chrome plated,23.5,1.411,Ytterram,0.17775169517668155,medium,68413,3.65,large,9.0,3.52,2025-01-20
Lead,Electroplated,19.7,1.063,Isolerprofil,0.15599136146789888,low,149474,3.99,small,7.0,2.09,2025-11-11
Aluminium,Polished,32.2,1.48,L-profil,0.09696085830580102,medium,47657,3.9,micro,3.0,3.89,2025-03-10
Tin,Plasma sprayed,34.8,1.227,Kopplingsprofil,0.1044209057817144,low,131165,3.21,medium,3.0,2.41,2025-08-03
Brass,Hot-dip galvanized,18.1,1.24,Z-profil,0.053709125868725394,low,52665,2.73,small,10.0,3.8,2025-06-10
Aluminium,Electroplated,21.3,1.429,Rörprofil,0.17275554887439346,medium,71329,2.67,medium,8.0,3.47,2025-04-12
Titanium,Anodized,19.0,1.69,Doldbeslag,0.05039941507060665,low,34037,3.47,micro,11.0,4.13,2025-07-25
Steel,Phosphated,23.8,0.896,Innerbåge,0.1974465616321342,medium,106932,3.57,large,10.0,2.84,2025-05-25
Brass,Chrome plated,26.1,1.588,T-profil,0.06475760203149307,low,117774,3.9,medium,7.0,2.65,2025-02-26
Iron,Powder coated,33.1,1.104,Kopplingsprofil,0.07413649801326286,high,110518,3.02,micro,6.0,2.78,2025-03-24
Zinc,Anodized,30.8,1.242,Spröjsprofil,0.1126692436856496,medium,156906,2.82,micro,2.0,1.96,2025-09-26
Iron,Anodized,30.1,0.857,Skarvprofil,0.15198757417748984,medium,59799,3.15,large,7.0,3.68,2025-07-06
Aluminium,Phosphated,23.9,1.111,Kantskydd,0.06232121905810196,medium,142327,3.11,large,7.0,2.22,2025-01-06
Iron,Brushed,35.2,1.295,Fönsterbåge,0.11901409908562226,low,142702,2.76,micro,4.0,2.21,2025-12-19
Titanium,Phosphated,26.6,0.888,L-profil,0.12004126561026499,low,160992,3.62,micro,4.0,1.89,2025-12-16
Tin,Brushed,38.4,1.285,Dekorlist,0.07852176748800338,high,139730,3.36,medium,4.0,2.26,2025-04-20
Lead,Brushed,30.4,1.682,Kopplingsprofil,0.06958454885274624,medium,78457,3.7,micro,4.0,3.35,2025-05-18
Zinc,Polished,18.6,0.933,Skarvprofil,0.16739167530867793,low,88547,3.11,micro,8.0,3.17,2025-02-20
Iron,Polished,31.4,1.533,Distansprofil,0.12487313388359188,high,160711,3.07,medium,11.0,1.89,2025-02-20
Iron,Wet painted,23.2,1.21,Innerbåge,0.05,medium,73334,3.3,small,12.0,3.44,2025-03-28
Aluminium,Plasma sprayed,31.6,1.434,Rörprofil,0.16864968982595255,low,32594,3.95,medium,3.0,4.16,2025-03-09
Lead,Plasma sprayed,17.3,1.074,Spröjsprofil,0.2,medium,130372,2.61,medium,11.0,2.43,2025-03-25
Copper,Blackening,19.8,0.983,Distansprofil,0.14665958207046514,medium,56896,3.83,large,11.0,3.73,2025-02-11
Iron,Powder coated,35.5,0.983,Tätningslist,0.1269912763719975,low,130485,3.14,medium,3.0,2.43,2025-08-07
Titanium,Plasma sprayed,21.0,0.901,Tätningslist,0.17508650598507894,low,43734,3.91,micro,,3.96,2025-02-26
Steel,Polished,35.1,1.006,Droppnäsa,0.17017502738345375,low,90682,3.83,micro,11.0,3.13,2025-08-14
Zinc,Wet painted,22.2,1.442,Droppnäsa,0.16548371759098351,medium,70398,3.1,micro,8.0,3.49,2025-07-15
Iron,Wet painted,30.6,1.64,Karmprofil,0.10801597552567654,medium,36955,3.65,small,4.0,4.08,2025-09-05
Titanium,Brushed,31.8,1.579,J-profil,0.13645468616489856,high,115329,2.8,micro,8.0,2.69,2025-06-15
Titanium,Blackening,27.6,1.461,Stödprofil,0.15565893856942775,medium,78528,3.98,small,10.0,3.35,2025-03-03
Zinc,Phosphated,22.8,0.938,Glashållare,0.07969131307216791,low,36071,3.19,micro,12.0,4.1,2025-09-20
Copper,Powder coated,20.6,1.101,Bottenlist,0.12519140776113138,medium,106399,3.27,medium,11.0,2.85,2025-04-22
Titanium,Brushed,16.5,1.119,Anslagslist,0.1766121746972817,high,153111,3.67,large,12.0,2.03,2025-09-10
Steel,Phosphated,22.8,1.065,Kantskydd,0.15379139290545848,high,89099,3.86,micro,5.0,3.16,2025-07-18
Titanium,Plasma sprayed,30.8,1.306,Avvattningsprofil,0.09940359738950366,low,94557,2.93,small,8.0,3.06,2025-06-27
Titanium,Blackening,37.4,1.325,Tätningslist,0.15228571242951355,low,49858,3.6,small,10.0,3.85,2025-01-26
Titanium,Brushed,35.9,1.162,Kilspår,0.07260818299247249,high,131768,3.17,large,9.0,2.4,2025-09-03
Tin,Electroplated,33.5,1.159,Glaskil,0.10144283370703473,high,90736,3.14,micro,9.0,3.13,2025-01-19
Tin,Plasma sprayed,34.0,1.592,Avvattningsprofil,0.16654662830946604,high,140079,3.65,medium,,2.26,2025-09-22
Copper,Phosphated,31.1,1.556,Distansprofil,0.07602123006047189,low,157191,3.17,micro,6.0,1.95,2025-11-13
Iron,Powder coated,21.7,1.118,T-profil,0.06569190465201555,high,156025,3.1,micro,6.0,1.97,2025-01-20
Titanium,Phosphated,36.7,1.669,Kilspår,0.2,high,124403,3.88,large,4.0,2.53,2025-04-16
Lead,Brushed,31.2,1.705,Baslister,0.07494432859082649,low,155700,2.71,micro,6.0,1.98,2025-08-25
Iron,Brushed,28.7,1.135,Clipsprofil,0.0911544518883278,medium,64676,3.62,medium,9.0,3.59,2025-11-02
Copper,Anodized,18.3,1.16,Skruvkanal,0.19149576800050364,medium,151454,2.95,small,6.0,2.06,2025-09-03
Nickel,Powder coated,26.1,1.298,Ytterram,0.14649693685560222,high,119758,2.57,large,5.0,2.62,2025-03-22
